School Name,City,State,Country,Website,Program Name,Degree Level,Accreditation Dates,Accredited Campus Locations,Criteria,Date of Next Comprehensive Review,Accredited By,International Mutual Recognition Aggreement
University of Bridgeport,Bridgeport,Connecticut," United States",www.bridgeport.edu,Electrical Engineering,Bachelors,"Oct 1, 2015 – Present",Main Campus,Electrical and Electronics Engineering,2021-2022,EAC,Washington Accord | Bilateral Engineers Canada
Bridgewater State University,Bridgewater,Massachusetts," United States",www.bridgew.edu,Computer Science,Bachelors,"Oct 1, 2011 – Present",Main Campus,Computer Science,2024-2025,CAC,Seoul Accord
Brigham Young University,Provo,Utah," United States",www.byu.edu,Construction Management,Bachelors,"Oct 1, 2013 – Present",Main Campus,General Criteria Only (ANSAC),2020-2021,ANSAC,
Brigham Young University,Provo,Utah," United States",www.byu.edu,Information Technology,Bachelors,"Oct 1, 2004 – Present",Main Campus,Information Technology,2020-2021,CAC,Seoul Accord
Brigham Young University,Provo,Utah," United States",www.byu.edu,Chemical Engineering,Bachelors,"Oct 1, 1961 – Present",Main Campus,"Chemical, Biochemical, Biomolecular Engineering",2020-2021,EAC,Washington Accord | Bilateral Engineers Canada
Brigham Young University,Provo,Utah," United States",www.byu.edu,Civil Engineering,Bachelors,"Oct 1, 1960 – Present",Main Campus,Civil Engineering,2020-2021,EAC,Washington Accord | Bilateral Engineers Canada
Brigham Young University,Provo,Utah," United States",www.byu.edu,Computer Engineering,Bachelors,"Oct 1, 1995 – Present",Main Campus,Computer Engineering,2020-2021,EAC,Washington Accord | Bilateral Engineers Canada
Brigham Young University,Provo,Utah," United States",www.byu.edu,Electrical Engineering,Bachelors,"Oct 1, 1960 – Present",Main Campus,Electrical and Electronics Engineering,2020-2021,EAC,Washington Accord | Bilateral Engineers Canada
Brigham Young University,Provo,Utah," United States",www.byu.edu,Mechanical Engineering,Bachelors,"Oct 1, 1960 – Present",Main Campus,Mechanical Engineering,2020-2021,EAC,Washington Accord | Bilateral Engineers Canada
Brigham Young University,Provo,Utah," United States",www.byu.edu,Manufacturing Engineering Technology,Bachelors,"Oct 1, 1967 – Present",Main Campus,Manufacturing Engineering Technology,2020-2021,ETAC,Sydney Accord
Brigham Young University - College of Physical and Mathematical Sciences,Provo,Utah," United States",www.byu.edu,Computer Science,Bachelors,"Oct 1, 1989 – Present",Main Campus,Computer Science,2024-2025,CAC,Seoul Accord
Brigham Young University - Idaho,Rexburg,Idaho," United States",www.byui.edu,Computer Engineering,Bachelors,"Oct 1, 2004 – Present",Main Campus,Computer Engineering,2024-2025,EAC,Washington Accord | Bilateral Engineers Canada
Brigham Young University - Idaho,Rexburg,Idaho," United States",www.byui.edu,Mechanical Engineering,Bachelors,"Oct 1, 2004 – Present",Main Campus,Mechanical Engineering,2024-2025,EAC,Washington Accord | Bilateral Engineers Canada
Brigham Young University - Idaho,Rexburg,Idaho," United States",www.byui.edu,Electrical Engineeing,Bachelors,"Mar 1, 2011 – Present",Main Campus,Electrical and Electronics Engineering,2024-2025,EAC,Washington Accord | Bilateral Engineers Canada
Brigham Young University - Idaho,Rexburg,Idaho," United States",www.byui.edu,Civil Engineering,Bachelors,"Oct 1, 2013 – Present",Main Campus,Civil Engineering,2024-2025,EAC,Washington Accord | Bilateral Engineers Canada
Brown University,Providence,Rhode Island," United States",www.brown.edu,Chemical and Biochemical Engineering,Bachelors,"Oct 1, 1985 – Present",Main Campus,"Chemical, Biochemical, Biomolecular Engineering",2020-2021,EAC,Washington Accord | Bilateral Engineers Canada
Brown University,Providence,Rhode Island," United States",www.brown.edu,Electrical Engineering,Bachelors,"Oct 1, 1936 – Present",Main Campus,Electrical and Electronics Engineering,2020-2021,EAC,Washington Accord | Bilateral Engineers Canada
Brown University,Providence,Rhode Island," United States",www.brown.edu,Materials Engineering,Bachelors,"Oct 1, 1967 – Present",Main Campus,Materials Engineering,2020-2021,EAC,Washington Accord | Bilateral Engineers Canada
Brown University,Providence,Rhode Island," United States",www.brown.edu,Mechanical Engineering,Bachelors,"Oct 1, 1936 – Present",Main Campus,Mechanical Engineering,2020-2021,EAC,Washington Accord | Bilateral Engineers Canada
Brown University,Providence,Rhode Island," United States",www.brown.edu,Biomedical Engineering,Bachelors,"Oct 1, 1973 – Sep 30, 2000, Oct 1, 2004 – Present",Main Campus,Bioengineering and Biomedical Engineering,2020-2021,EAC,Washington Accord | Bilateral Engineers Canada
Brown University,Providence,Rhode Island," United States",www.brown.edu,Computer Engineering,Bachelors,"Oct 1, 2003 – Present",Main Campus,Computer Engineering,2020-2021,EAC,Washington Accord | Bilateral Engineers Canada
Bucknell University,Lewisburg,Pennsylvania," United States",www.bucknell.edu,Computer Science,Bachelors,"Oct 1, 1989 – Present",Main Campus,Computer Science,2020-2021,CAC,Seoul Accord
Bucknell University,Lewisburg,Pennsylvania," United States",www.bucknell.edu,Computer Science and Engineering,Bachelors,"Oct 1, 1995 – Present",Main Campus,Computer Science,2020-2021,CAC,Seoul Accord
Bucknell University,Lewisburg,Pennsylvania," United States",www.bucknell.edu,Chemical Engineering,Bachelors,"Oct 1, 1942 – Present",Main Campus,"Chemical, Biochemical, Biomolecular Engineering",2020-2021,EAC,Washington Accord | Bilateral Engineers Canada
Bucknell University,Lewisburg,Pennsylvania," United States",www.bucknell.edu,Civil Engineering,Bachelors,"Oct 1, 1936 – Present",Main Campus,Civil Engineering,2020-2021,EAC,Washington Accord | Bilateral Engineers Canada
Bucknell University,Lewisburg,Pennsylvania," United States",www.bucknell.edu,Computer Science and Engineering,Bachelors,"Oct 1, 1997 – Present",Main Campus,Computer Engineering,2020-2021,EAC,Washington Accord | Bilateral Engineers Canada
Bucknell University,Lewisburg,Pennsylvania," United States",www.bucknell.edu,Electrical Engineering,Bachelors,"Oct 1, 1936 – Present",Main Campus,Electrical and Electronics Engineering,2020-2021,EAC,Washington Accord | Bilateral Engineers Canada
Bucknell University,Lewisburg,Pennsylvania," United States",www.bucknell.edu,Mechanical Engineering,Bachelors,"Oct 1, 1939 – Present",Main Campus,Mechanical Engineering,2020-2021,EAC,Washington Accord | Bilateral Engineers Canada
Bucknell University,Lewisburg,Pennsylvania," United States",www.bucknell.edu,Biomedical Engineering,Bachelors,"Oct 1, 2007 – Present",Main Campus,Bioengineering and Biomedical Engineering,2020-2021,EAC,Washington Accord | Bilateral Engineers Canada
Bucknell University,Lewisburg,Pennsylvania," United States",www.bucknell.edu,Computer Engineering,Bachelors,"Oct 1, 2012 – Present",Main Campus,Computer Engineering,2020-2021,EAC,Washington Accord | Bilateral Engineers Canada
Bucknell University,Lewisburg,Pennsylvania," United States",www.bucknell.edu,Environmental Engineering,Bachelors,"May 1, 2017 – Present",Bucknell University,Environmental Engineering,2020-2021,EAC,Washington Accord | Bilateral Engineers Canada
"University at Buffalo, The State University of New York",Buffalo,New York," United States",www.buffalo.edu,Computer Science,Bachelors,"Oct 1, 2013 – Present",Main Campus,Computer Science,2020-2021,CAC,Seoul Accord
"University at Buffalo, The State University of New York",Buffalo,New York," United States",www.buffalo.edu,Aerospace Engineering,Bachelors,"Oct 1, 1965 – Present",Main Campus,Aerospace Engineering,2020-2021,EAC,Washington Accord | Bilateral Engineers Canada
"University at Buffalo, The State University of New York",Buffalo,New York," United States",www.buffalo.edu,Chemical Engineering,Bachelors,"Oct 1, 1966 – Present",Main Campus,"Chemical, Biochemical, Biomolecular Engineering",2020-2021,EAC,Washington Accord | Bilateral Engineers Canada
"University at Buffalo, The State University of New York",Buffalo,New York," United States",www.buffalo.edu,Civil Engineering,Bachelors,"Oct 1, 1963 – Present",Main Campus,Civil Engineering,2020-2021,EAC,Washington Accord | Bilateral Engineers Canada
"University at Buffalo, The State University of New York",Buffalo,New York," United States",www.buffalo.edu,Electrical Engineering,Bachelors,"Oct 1, 1965 – Present",Main Campus,Electrical and Electronics Engineering,2020-2021,EAC,Washington Accord | Bilateral Engineers Canada
"University at Buffalo, The State University of New York",Buffalo,New York," United States",www.buffalo.edu,Industrial Engineering,Bachelors,"Oct 1, 1966 – Present",Main Campus,Industrial Engineering,2020-2021,EAC,Washington Accord | Bilateral Engineers Canada
"University at Buffalo, The State University of New York",Buffalo,New York," United States",www.buffalo.edu,Mechanical Engineering,Bachelors,"Oct 1, 1964 – Present",Main Campus,Mechanical Engineering,2020-2021,EAC,Washington Accord | Bilateral Engineers Canada
"University at Buffalo, The State University of New York",Buffalo,New York," United States",www.buffalo.edu,Environmental Engineering,Bachelors,"Oct 1, 2001 – Present",Main Campus,Environmental Engineering,2020-2021,EAC,Washington Accord | Bilateral Engineers Canada
"University at Buffalo, The State University of New York",Buffalo,New York," United States",www.buffalo.edu,Computer Engineering,Bachelors,"Oct 1, 2001 – Present",Main Campus,Computer Engineering,2020-2021,EAC,Washington Accord | Bilateral Engineers Canada
"University at Buffalo, The State University of New York",Buffalo,New York," United States",www.buffalo.edu,Biomedical Engineering,Bachelors,"Oct 1, 2013 – Present",Main Campus,Bioengineering and Biomedical Engineering,2020-2021,EAC,Washington Accord | Bilateral Engineers Canada
California Baptist University,Riverside,California," United States",,Computer Science,Bachelors,"Oct 1, 2017 – Present",Main Campus,Computer Science,2024-2025,CAC,Seoul Accord
California Baptist University,Riverside,California," United States",,Civil Engineering,Bachelors,"Oct 1, 2010 – Present",Main Campus,Civil Engineering,2023-2024,EAC,Washington Accord | Bilateral Engineers Canada
California Baptist University,Riverside,California," United States",,Electrical and Computer Engineering,Bachelors,"Oct 1, 2010 – Present",Main Campus,"Computer Engineering, Electrical and Electronics Engineering",2023-2024,EAC,Washington Accord | Bilateral Engineers Canada
California Baptist University,Riverside,California," United States",,Mechanical Engineering,Bachelors,"Oct 1, 2010 – Present",Main Campus,Mechanical Engineering,2023-2024,EAC,Washington Accord | Bilateral Engineers Canada
California Baptist University,Riverside,California," United States",,Chemical Engineering,Bachelors,"Oct 1, 2015 – Present",Main Campus,"Chemical, Biochemical, Biomolecular Engineering",2023-2024,EAC,Washington Accord | Bilateral Engineers Canada
California Baptist University,Riverside,California," United States",,Biomedical Engineering,Bachelors,"Oct 1, 2015 – Present",Main Campus,Bioengineering and Biomedical Engineering,2023-2024,EAC,Washington Accord | Bilateral Engineers Canada
California Institute of Technology,Pasadena,California," United States",www.caltech.edu,Mechanical Engineering,Bachelors,"Oct 1, 2002 – Present",Main Campus,Mechanical Engineering,2023-2024,EAC,Washington Accord | Bilateral Engineers Canada
California State University Maritime Academy,Vallejo,California," United States",www.csum.edu,Marine Engineering Technology,Bachelors,"Oct 1, 1977 – Present",Main Campus,Naval Architecture and Marine Engineering Technology,2019-2020,ETAC,Sydney Accord
California State University Maritime Academy,Vallejo,California," United States",www.csum.edu,Facilities Engineering Technology,Bachelors,"Oct 1, 1999 – Present",Main Campus,General Criteria Only (ETAC),2019-2020,ETAC,Sydney Accord
California State University Maritime Academy,Vallejo,California," United States",www.csum.edu,Mechanical Engineering,Bachelors,"Oct 1, 2001 – Present",Main Campus,Mechanical Engineering,2019-2020,EAC,Washington Accord | Bilateral Engineers Canada
University of California Merced,Merced,California," United States",http://www.ucmerced.edu/,Environmental Engineering,Bachelors,"Oct 1, 2013 – Present",Main Campus,Environmental Engineering,2019-2020,EAC,Washington Accord | Bilateral Engineers Canada
University of California Merced,Merced,California," United States",http://www.ucmerced.edu/,Mechanical Engineering,Bachelors,"Oct 1, 2012 – Present",Main Campus,Mechanical Engineering,2019-2020,EAC,Washington Accord | Bilateral Engineers Canada
University of California Merced,Merced,California," United States",http://www.ucmerced.edu/,Materials Science and Engineering,Bachelors,"Oct 1, 2012 – Present",Main Campus,Materials Engineering,2019-2020,EAC,Washington Accord | Bilateral Engineers Canada
"California Polytechnic State University, San Luis Obispo",San Luis Obispo,California," United States",www.calpoly.edu,Computer Science,Bachelors,"Oct 1, 1986 – Present",Main Campus,Computer Science,2020-2021,CAC,Seoul Accord
"California Polytechnic State University, San Luis Obispo",San Luis Obispo,California," United States",www.calpoly.edu,Aerospace Engineering,Bachelors,"Oct 1, 1969 – Present",Main Campus,Aerospace Engineering,2020-2021,EAC,Washington Accord | Bilateral Engineers Canada
"California Polytechnic State University, San Luis Obispo",San Luis Obispo,California," United States",www.calpoly.edu,BioResource and Agriculture Engineering,Bachelors,"Oct 1, 1973 – Present",Main Campus,Agricultural Engineering,2020-2021,EAC,Washington Accord | Bilateral Engineers Canada
"California Polytechnic State University, San Luis Obispo",San Luis Obispo,California," United States",www.calpoly.edu,Architectural Engineering,Bachelors,"Oct 1, 1975 – Present",Main Campus,Architectural Engineering,2020-2021,EAC,Washington Accord | Bilateral Engineers Canada
"California Polytechnic State University, San Luis Obispo",San Luis Obispo,California," United States",www.calpoly.edu,Civil Engineering,Bachelors,"Oct 1, 1973 – Present",Main Campus,Civil Engineering,2020-2021,EAC,Washington Accord | Bilateral Engineers Canada
"California Polytechnic State University, San Luis Obispo",San Luis Obispo,California," United States",www.calpoly.edu,Computer Engineering,Bachelors,"Oct 1, 1995 – Present",Main Campus,Computer Engineering,2020-2021,EAC,Washington Accord | Bilateral Engineers Canada
"California Polytechnic State University, San Luis Obispo",San Luis Obispo,California," United States",www.calpoly.edu,Electrical Engineering,Bachelors,"Oct 1, 1969 – Present",Main Campus,Electrical and Electronics Engineering,2020-2021,EAC,Washington Accord | Bilateral Engineers Canada
"California Polytechnic State University, San Luis Obispo",San Luis Obispo,California," United States",www.calpoly.edu,Environmental Engineering,Bachelors,"Oct 1, 1971 – Present",Main Campus,Environmental Engineering,2020-2021,EAC,Washington Accord | Bilateral Engineers Canada
"California Polytechnic State University, San Luis Obispo",San Luis Obispo,California," United States",www.calpoly.edu,Industrial Engineering,Bachelors,"Oct 1, 1969 – Present",Main Campus,Industrial Engineering,2020-2021,EAC,Washington Accord | Bilateral Engineers Canada
"California Polytechnic State University, San Luis Obispo",San Luis Obispo,California," United States",www.calpoly.edu,Manufacturing Engineering,Bachelors,"Oct 1, 1995 – Present",Main Campus,Manufacturing Engineering,2020-2021,EAC,Washington Accord | Bilateral Engineers Canada
"California Polytechnic State University, San Luis Obispo",San Luis Obispo,California," United States",www.calpoly.edu,Materials Engineering,Bachelors,"Oct 1, 1971 – Present",Main Campus,Materials Engineering,2020-2021,EAC,Washington Accord | Bilateral Engineers Canada
"California Polytechnic State University, San Luis Obispo",San Luis Obispo,California," United States",www.calpoly.edu,Mechanical Engineering,Bachelors,"Oct 1, 1969 – Present",Main Campus,Mechanical Engineering,2020-2021,EAC,Washington Accord | Bilateral Engineers Canada
"California Polytechnic State University, San Luis Obispo",San Luis Obispo,California," United States",www.calpoly.edu,Software Engineering,Bachelors,"Oct 1, 2007 – Present",Main Campus,Software Engineering,2020-2021,EAC,Washington Accord | Bilateral Engineers Canada
"California Polytechnic State University, San Luis Obispo",San Luis Obispo,California," United States",www.calpoly.edu,Biomedical Engineering,Bachelors,"Oct 1, 2012 – Present",Main Campus,Bioengineering and Biomedical Engineering,2020-2021,EAC,Washington Accord | Bilateral Engineers Canada
